id,text,date
1178855432057769989,"RT @JaliscoRojo: Un hombre fue detenido con más de 10 kilos de mariguana, armas y 750 envoltorios con droga sintética y una arma en una viv…",2019-10-01 02:13:31
1178855337228681216,RT @JaliscoRojo: Está mujer fue detenida en posesión de droga conocida como cristal y marihuana en calles del municipio de San Miguel El Al…,2019-10-01 02:13:09
1178855246367526913,"RT @JaliscoRojo: Esta mujer fue detenida en Chapala #Jalisco por portar varios envoltorios de metanfetaminas, cuando caminaba por la calle…",2019-10-01 02:12:47
1178532986565693440,@Paola_Citlalli @AAMBER_JAL Te recomendamos denunciar la desaparición en el tel. 33-3030-4949 de @AAMBER_JAL,2019-09-30 04:52:14
1178197354576367617,"Este sujeto apodado ""el carpa"" se dedica al robo a personas en la colonia El Cerrito de #Tlaquepaque y zonas aledañ… https://t.co/7kyv6LYco5",2019-09-29 06:38:33
1178172940342325248,"RT @hederzona3: Se establece Alerta Azul en Etapa de Acercamiento para Jalisco por el Ciclón Tropical Potencial 16-E.

Mantente atento a la…",2019-09-29 05:01:33
1177992858453721088,"🆘 Este es el #narcomensaje que aparecio con los 3 cuerpos la mañana de hoy, donde acusan de corrupción y amenazan a… https://t.co/82RrwtlAib",2019-09-28 17:05:58
1177820603937542145,"#Preliminar
El saldo del enfrentamiento, tres sujetos detenidos; uno de ellos herido y trasladado a la Cruz Verde Majadas.",2019-09-28 05:41:29
1177781598990696448,🆘 El tiroteo de una célula de la delincuencia organizada contra la #GuardiaNacional que se reportó hace unos moment… https://t.co/hZZXbOmlbe,2019-09-28 03:06:29
1177746594550226944,#Motoladron detenido en la colonia Lafayette es vecino de la colonia Mezquitán. https://t.co/YLcNbPMJHv,2019-09-28 00:47:24
1177745161780109312,@JaliscoRojo Atn #Semáforos @TransporteJal gracias!,2019-09-28 00:41:42
1177707009908457473,RT @escamillajluis: Vamos haciendo que la suerte de estas personas cambie... https://t.co/VLexpmsp9g,2019-09-27 22:10:06
1177704112265187328,"Dos sujetos asaltaron una caferetería ubicada en Cruz del Sur y López de Legaspi 
🔃@INSEGURIDAD_GDL https://t.co/mzF4K9NrOf",2019-09-27 21:58:35
1177678333653291008,"En el cateo realizado ayer en la Colonia Jardínes Universidad, en #Zapopan, autoridades aseguraron 22 armas largas,… https://t.co/4imdb2haHx",2019-09-27 20:16:09
1177435179767320578,"Asaltantes de tiendas de autoservicio en la zona de Oblatos y Santa Cecilia #Guadalajara
🔃@INSEGURIDAD_GDL https://t.co/bIqoHt9r3x",2019-09-27 04:09:57
1177435000813211649,"Detenidos sobre Javier Mina a su cruce con Plutarco Elías Calles, tras ser acusados de robo de vehículos.
Si los re… https://t.co/U2EPK76L6k",2019-09-27 04:09:14
1177432922854285312,"En el estacionamiento de plaza Guadalupe, en Copérnico y Guadalupe #Zapopan fueron localizados los dos vehículos ut… https://t.co/KnCkSyGGsQ",2019-09-27 04:00:59
1177391742586359813,"⚠ Para reportar  #VecinosRuidosos 

#GDL
Policía: 331-201-6070
Inspección: 333-818-3647

#Tlaquepaque
Policía: 333-… https://t.co/bbcqBKaGyG",2019-09-27 01:17:20
1177390501340860417,"Un grupo de entre 4 y 6 sujetos robó una casa habitación en la colonia Lomas Independencia, llegan a bordo de un au… https://t.co/YhFnFrmexW",2019-09-27 01:12:25
1177389294627053568,🆘 Muere uno de los elementos de #PoliciaZapopan atacados a balazos por sujetos desconocidos en Felipe Ruvalcaba y P… https://t.co/15iK65UeZH,2019-09-27 01:07:37
1177113044977106945,"En Camino a Colimilla e Independencia a la altura de las Siete Cascadas en #Tonalá, localizaron un hombre de unos 3… https://t.co/ssoKo4Pca2",2019-09-26 06:49:54
